sequence_id,char,mouth_target,eye_target,lid_target,emotion,timestamp
410,快,5,5,4,surprise,0.0
410,看,4,1,4,surprise,0.3
410, ,1,11,1,neutral,0.6
411,请,1,16,3,negative,0.0
411,不,2,19,2,negative,0.3
411,要,2,18,2,negative,0.6
411,这,2,19,2,negative,0.9
411,样,2,16,2,negative,1.2
411, ,1,11,1,neutral,1.5
412,哇,4,2,4,surprise,0.0
412, ,1,11,1,neutral,0.3
413,接,2,11,1,neutral,0.0
413,下,3,11,1,neutral,0.3
413,来,3,11,1,neutral,0.6
413,我,1,11,1,neutral,0.9
413,们,1,12,1,neutral,1.2
413,看,1,11,1,neutral,1.5
413, ,1,11,1,neutral,1.8
414,你,3,12,1,positive,0.0
414,好,4,13,1,positive,0.3
414,，,3,10,2,positive,0.6
414,好,3,13,2,positive,0.9
414,的,5,10,2,positive,1.2
414, ,1,11,1,neutral,1.5
415,今,4,11,2,positive,0.0
415,天,5,12,2,positive,0.3
415,心,3,10,2,positive,0.6
415,情,4,10,1,positive,0.9
415,很,5,10,2,positive,1.2
415,好,4,11,2,positive,1.5
415, ,1,11,1,neutral,1.8
416,对,1,16,3,negative,0.0
416,不,1,20,3,negative,0.3
416,起,2,18,3,negative,0.6
416, ,1,11,1,neutral,0.9
417,欢,3,11,1,positive,0.0
417,迎,3,12,2,positive,0.3
417,来,4,10,1,positive,0.6
417,到,5,11,2,positive,0.9
417,直,5,10,2,positive,1.2
417,播,5,9,1,positive,1.5
417,间,4,11,1,positive,1.8
417, ,1,11,1,neutral,2.1
418,欢,3,12,1,positive,0.0
418,迎,5,10,2,positive,0.3
418,来,5,12,1,positive,0.6
418,到,5,11,2,positive,0.9
418,直,5,10,1,positive,1.2
418,播,3,11,2,positive,1.5
418,间,5,12,2,positive,1.8
418,，,3,12,1,positive,2.1
418,接,3,10,1,positive,2.4
418,下,3,10,2,positive,2.7
418,来,3,12,2,positive,3.0
418,我,3,12,1,positive,3.3
418,们,4,12,1,positive,3.6
418,看,4,10,2,positive,3.9
418, ,1,11,1,neutral,4.2
419,哇,4,4,4,surprise,0.0
419, ,1,11,1,neutral,0.3
420,机,3,11,1,neutral,0.0
420,器,3,11,1,neutral,0.3
420,人,3,11,1,neutral,0.6
420,正,2,12,1,neutral,0.9
420,在,1,11,1,neutral,1.2
420,运,2,11,1,neutral,1.5
420,行,3,11,1,neutral,1.8
420, ,1,11,1,neutral,2.1
421,今,3,10,2,positive,0.0
421,天,5,11,2,positive,0.3
421,心,5,12,1,positive,0.6
421,情,5,12,1,positive,0.9
421,很,3,10,1,positive,1.2
421,好,4,12,1,positive,1.5
421, ,1,11,1,neutral,1.8
422,真,5,4,4,surprise,0.0
422,的,4,1,4,surprise,0.3
422,吗,5,5,4,surprise,0.6
422, ,1,11,1,neutral,0.9
423,天,4,2,4,surprise,0.0
423,哪,4,5,4,surprise,0.3
423, ,1,11,1,neutral,0.6
424,接,3,11,1,neutral,0.0
424,下,1,11,1,neutral,0.3
424,来,3,11,1,neutral,0.6
424,我,3,11,1,neutral,0.9
424,们,1,11,1,neutral,1.2
424,看,1,11,1,neutral,1.5
424, ,1,11,1,neutral,1.8
425,真,5,6,4,surprise,0.0
425,的,5,5,4,surprise,0.3
425,吗,4,2,4,surprise,0.6
425,，,4,2,4,surprise,0.9
425,这,4,4,4,surprise,1.2
425,是,4,2,4,surprise,1.5
425,一,4,3,4,surprise,1.8
425,段,5,2,4,surprise,2.1
425,测,5,2,4,surprise,2.4
425,试,5,1,4,surprise,2.7
425, ,1,11,1,neutral,3.0
426,不,5,4,4,surprise,0.0
426,可,5,5,4,surprise,0.3
426,思,5,3,4,surprise,0.6
426,议,4,3,4,surprise,0.9
426, ,1,11,1,neutral,1.2
427,准,3,11,1,neutral,0.0
427,备,3,10,1,neutral,0.3
427,好,3,11,1,neutral,0.6
427,了,2,11,1,neutral,0.9
427,吗,2,11,1,neutral,1.2
427,，,3,11,1,neutral,1.5
427,好,1,11,1,neutral,1.8
427,的,1,11,1,neutral,2.1
427, ,1,11,1,neutral,2.4
428,接,1,11,1,neutral,0.0
428,下,1,11,1,neutral,0.3
428,来,3,11,1,neutral,0.6
428,我,1,11,1,neutral,0.9
428,们,2,11,1,neutral,1.2
428,看,1,11,1,neutral,1.5
428, ,1,11,1,neutral,1.8
429,哇,4,3,4,surprise,0.0
429, ,1,11,1,neutral,0.3
430,太,3,12,1,positive,0.0
430,棒,4,10,2,positive,0.3
430,了,3,12,2,positive,0.6
430, ,1,11,1,neutral,0.9
431,真,5,1,4,surprise,0.0
431,的,4,4,4,surprise,0.3
431,吗,4,3,4,surprise,0.6
431, ,1,11,1,neutral,0.9
432,有,2,17,2,negative,0.0
432,点,2,20,2,negative,0.3
432,难,2,20,3,negative,0.6
432,过,2,20,3,negative,0.9
432, ,1,11,1,neutral,1.2
433,情,1,19,3,negative,0.0
433,况,2,18,2,negative,0.3
433,不,1,21,3,negative,0.6
433,太,1,17,3,negative,0.9
433,好,1,20,2,negative,1.2
433,，,2,21,2,negative,1.5
433,接,1,21,2,negative,1.8
433,下,1,21,3,negative,2.1
433,来,1,20,3,negative,2.4
433,我,1,19,3,negative,2.7
433,们,2,16,3,negative,3.0
433,看,2,17,2,negative,3.3
433, ,1,11,1,neutral,3.6
434,今,3,11,2,positive,0.0
434,天,4,12,1,positive,0.3
434,心,3,11,1,positive,0.6
434,情,5,10,2,positive,0.9
434,很,3,10,1,positive,1.2
434,好,4,11,1,positive,1.5
434,，,3,11,1,positive,1.8
434,机,4,10,2,positive,2.1
434,器,3,9,2,positive,2.4
434,人,4,10,2,positive,2.7
434,正,3,12,2,positive,3.0
434,在,5,10,2,positive,3.3
434,运,5,12,2,positive,3.6
434,行,4,12,2,positive,3.9
434, ,1,11,1,neutral,4.2
435,哇,5,3,4,surprise,0.0
435,，,4,3,4,surprise,0.3
435,准,5,4,4,surprise,0.6
435,备,4,4,4,surprise,0.9
435,好,5,2,4,surprise,1.2
435,了,4,3,4,surprise,1.5
435,吗,4,2,4,surprise,1.8
435, ,1,11,1,neutral,2.1
436,哇,4,1,4,surprise,0.0
436, ,1,11,1,neutral,0.3
437,快,5,4,4,surprise,0.0
437,看,4,1,4,surprise,0.3
437, ,1,11,1,neutral,0.6
438,机,1,11,1,neutral,0.0
438,器,1,11,1,neutral,0.3
438,人,1,11,1,neutral,0.6
438,正,1,11,1,neutral,0.9
438,在,3,12,1,neutral,1.2
438,运,3,11,1,neutral,1.5
438,行,2,11,1,neutral,1.8
438, ,1,11,1,neutral,2.1
439,哇,4,3,4,surprise,0.0
439,，,5,1,4,surprise,0.3
439,机,4,5,4,surprise,0.6
439,器,4,5,4,surprise,0.9
439,人,4,1,4,surprise,1.2
439,正,4,5,4,surprise,1.5
439,在,4,4,4,surprise,1.8
439,运,5,4,4,surprise,2.1
439,行,5,3,4,surprise,2.4
439, ,1,11,1,neutral,2.7
440,欢,3,12,1,positive,0.0
440,迎,3,10,1,positive,0.3
440,来,4,12,2,positive,0.6
440,到,4,12,1,positive,0.9
440,直,3,12,2,positive,1.2
440,播,4,13,2,positive,1.5
440,间,4,11,2,positive,1.8
440,，,3,11,2,positive,2.1
440,接,4,12,1,positive,2.4
440,下,3,11,2,positive,2.7
440,来,3,11,2,positive,3.0
440,我,4,12,2,positive,3.3
440,们,3,11,1,positive,3.6
440,看,5,12,2,positive,3.9
440, ,1,11,1,neutral,4.2
441,太,3,12,1,positive,0.0
441,棒,3,11,2,positive,0.3
441,了,3,12,2,positive,0.6
441,，,4,11,1,positive,0.9
441,接,5,11,1,positive,1.2
441,下,3,11,1,positive,1.5
441,来,3,12,2,positive,1.8
441,我,4,12,1,positive,2.1
441,们,4,10,1,positive,2.4
441,看,5,12,1,positive,2.7
441, ,1,11,1,neutral,3.0
442,好,2,11,1,neutral,0.0
442,的,3,11,1,neutral,0.3
442, ,1,11,1,neutral,0.6
443,请,1,17,3,negative,0.0
443,不,1,18,3,negative,0.3
443,要,2,21,3,negative,0.6
443,这,1,18,3,negative,0.9
443,样,1,18,3,negative,1.2
443, ,1,11,1,neutral,1.5
444,太,3,12,1,positive,0.0
444,棒,4,12,2,positive,0.3
444,了,4,12,2,positive,0.6
444, ,1,11,1,neutral,0.9
445,不,5,4,4,surprise,0.0
445,可,5,4,4,surprise,0.3
445,思,5,1,4,surprise,0.6
445,议,4,4,4,surprise,0.9
445, ,1,11,1,neutral,1.2
446,这,3,11,1,neutral,0.0
446,是,3,11,1,neutral,0.3
446,一,3,10,1,neutral,0.6
446,段,1,11,1,neutral,0.9
446,测,2,11,1,neutral,1.2
446,试,2,11,1,neutral,1.5
446, ,1,11,1,neutral,1.8
447,有,2,16,2,negative,0.0
447,点,1,18,2,negative,0.3
447,难,2,16,3,negative,0.6
447,过,1,17,2,negative,0.9
447, ,1,11,1,neutral,1.2
448,请,1,19,3,negative,0.0
448,不,1,20,2,negative,0.3
448,要,2,20,2,negative,0.6
448,这,2,21,2,negative,0.9
448,样,1,19,3,negative,1.2
448, ,1,11,1,neutral,1.5
449,真,5,4,4,surprise,0.0
449,的,5,3,4,surprise,0.3
449,吗,4,3,4,surprise,0.6
449,，,5,2,4,surprise,0.9
449,机,4,5,4,surprise,1.2
449,器,4,5,4,surprise,1.5
449,人,5,4,4,surprise,1.8
449,正,4,3,4,surprise,2.1
449,在,4,2,4,surprise,2.4
449,运,4,3,4,surprise,2.7
449,行,4,4,4,surprise,3.0
449, ,1,11,1,neutral,3.3
450,准,3,11,1,neutral,0.0
450,备,1,11,1,neutral,0.3
450,好,2,11,1,neutral,0.6
450,了,2,11,1,neutral,0.9
450,吗,3,11,1,neutral,1.2
450, ,1,11,1,neutral,1.5
451,情,2,18,2,negative,0.0
451,况,2,16,3,negative,0.3
451,不,2,21,3,negative,0.6
451,太,2,20,3,negative,0.9
451,好,2,19,3,negative,1.2
451, ,1,11,1,neutral,1.5
452,好,2,11,1,neutral,0.0
452,的,2,11,1,neutral,0.3
452, ,1,11,1,neutral,0.6
453,今,3,11,2,positive,0.0
453,天,4,12,2,positive,0.3
453,心,4,9,2,positive,0.6
453,情,4,12,2,positive,0.9
453,很,4,10,1,positive,1.2
453,好,5,11,2,positive,1.5
453, ,1,11,1,neutral,1.8
454,真,5,4,4,surprise,0.0
454,的,5,3,4,surprise,0.3
454,吗,5,4,4,surprise,0.6
454, ,1,11,1,neutral,0.9
455,情,1,17,3,negative,0.0
455,况,2,20,3,negative,0.3
455,不,2,19,3,negative,0.6
455,太,1,20,3,negative,0.9
455,好,1,16,3,negative,1.2
455,，,2,20,2,negative,1.5
455,接,2,21,3,negative,1.8
455,下,1,21,2,negative,2.1
455,来,1,17,2,negative,2.4
455,我,2,18,3,negative,2.7
455,们,2,18,3,negative,3.0
455,看,2,17,2,negative,3.3
455, ,1,11,1,neutral,3.6
456,谢,3,10,2,positive,0.0
456,谢,3,12,2,positive,0.3
456,大,4,10,2,positive,0.6
456,家,3,11,1,positive,0.9
456,的,4,12,2,positive,1.2
456,支,4,9,2,positive,1.5
456,持,3,10,2,positive,1.8
456, ,1,11,1,neutral,2.1
457,快,5,4,4,surprise,0.0
457,看,4,5,4,surprise,0.3
457, ,1,11,1,neutral,0.6
458,快,5,5,4,surprise,0.0
458,看,4,2,4,surprise,0.3
458, ,1,11,1,neutral,0.6
459,真,4,1,4,surprise,0.0
459,的,4,3,4,surprise,0.3
459,吗,5,3,4,surprise,0.6
459,，,4,2,4,surprise,0.9
459,接,5,5,4,surprise,1.2
459,下,4,2,4,surprise,1.5
459,来,4,2,4,surprise,1.8
459,我,5,4,4,surprise,2.1
459,们,5,1,4,surprise,2.4
459,看,4,4,4,surprise,2.7
459, ,1,11,1,neutral,3.0
460,准,3,11,1,neutral,0.0
460,备,2,11,1,neutral,0.3
460,好,3,10,1,neutral,0.6
460,了,1,11,1,neutral,0.9
460,吗,2,11,1,neutral,1.2
460, ,1,11,1,neutral,1.5
461,今,3,10,1,positive,0.0
461,天,3,11,2,positive,0.3
461,心,5,11,1,positive,0.6
461,情,5,12,1,positive,0.9
461,很,3,12,2,positive,1.2
461,好,3,10,1,positive,1.5
461,，,4,11,1,positive,1.8
461,这,3,12,1,positive,2.1
461,是,4,11,1,positive,2.4
461,一,4,11,2,positive,2.7
461,段,4,10,2,positive,3.0
461,测,3,12,1,positive,3.3
461,试,4,11,1,positive,3.6
461, ,1,11,1,neutral,3.9
462,有,2,20,3,negative,0.0
462,点,1,19,3,negative,0.3
462,难,1,17,2,negative,0.6
462,过,2,18,2,negative,0.9
462, ,1,11,1,neutral,1.2
463,今,5,12,2,positive,0.0
463,天,4,10,1,positive,0.3
463,心,4,12,2,positive,0.6
463,情,5,10,1,positive,0.9
463,很,5,10,2,positive,1.2
463,好,4,10,1,positive,1.5
463, ,1,11,1,neutral,1.8
464,好,3,11,1,neutral,0.0
464,的,3,11,1,neutral,0.3
464,，,3,11,1,neutral,0.6
464,准,1,11,1,neutral,0.9
464,备,3,11,1,neutral,1.2
464,好,3,11,1,neutral,1.5
464,了,3,11,1,neutral,1.8
464,吗,2,11,1,neutral,2.1
464, ,1,11,1,neutral,2.4
465,准,2,11,1,neutral,0.0
465,备,1,11,1,neutral,0.3
465,好,1,11,1,neutral,0.6
465,了,2,11,1,neutral,0.9
465,吗,3,11,1,neutral,1.2
465, ,1,11,1,neutral,1.5
466,不,5,4,4,surprise,0.0
466,可,5,3,4,surprise,0.3
466,思,5,4,4,surprise,0.6
466,议,5,1,4,surprise,0.9
466, ,1,11,1,neutral,1.2
467,唉,1,15,2,negative,0.0
467, ,1,11,1,neutral,0.3
468,这,2,11,1,neutral,0.0
468,是,3,11,1,neutral,0.3
468,一,1,10,1,neutral,0.6
468,段,1,11,1,neutral,0.9
468,测,3,11,1,neutral,1.2
468,试,1,11,1,neutral,1.5
468, ,1,11,1,neutral,1.8
469,机,1,11,1,neutral,0.0
469,器,2,11,1,neutral,0.3
469,人,1,11,1,neutral,0.6
469,正,2,11,1,neutral,0.9
469,在,1,11,1,neutral,1.2
469,运,3,11,1,neutral,1.5
469,行,1,11,1,neutral,1.8
469, ,1,11,1,neutral,2.1
470,请,2,18,2,negative,0.0
470,不,1,16,3,negative,0.3
470,要,1,18,3,negative,0.6
470,这,2,16,3,negative,0.9
470,样,1,16,2,negative,1.2
470, ,1,11,1,neutral,1.5
471,今,4,10,1,positive,0.0
471,天,3,12,2,positive,0.3
471,心,3,11,2,positive,0.6
471,情,3,11,2,positive,0.9
471,很,5,10,2,positive,1.2
471,好,3,10,1,positive,1.5
471,，,4,12,1,positive,1.8
471,机,4,9,2,positive,2.1
471,器,4,11,2,positive,2.4
471,人,5,11,1,positive,2.7
471,正,4,10,2,positive,3.0
471,在,3,11,2,positive,3.3
471,运,4,10,2,positive,3.6
471,行,5,12,2,positive,3.9
471, ,1,11,1,neutral,4.2
472,有,2,19,3,negative,0.0
472,点,2,18,2,negative,0.3
472,难,1,18,3,negative,0.6
472,过,2,17,3,negative,0.9
472, ,1,11,1,neutral,1.2
473,准,2,11,1,neutral,0.0
473,备,2,11,1,neutral,0.3
473,好,1,11,1,neutral,0.6
473,了,1,11,1,neutral,0.9
473,吗,1,11,1,neutral,1.2
473, ,1,11,1,neutral,1.5
474,好,3,11,1,neutral,0.0
474,的,3,11,1,neutral,0.3
474, ,1,11,1,neutral,0.6
475,情,1,21,2,negative,0.0
475,况,2,20,2,negative,0.3
475,不,2,16,3,negative,0.6
475,太,2,15,3,negative,0.9
475,好,2,19,2,negative,1.2
475, ,1,11,1,neutral,1.5
476,准,3,11,1,neutral,0.0
476,备,2,11,1,neutral,0.3
476,好,1,10,1,neutral,0.6
476,了,2,11,1,neutral,0.9
476,吗,3,11,1,neutral,1.2
476, ,1,11,1,neutral,1.5
477,对,2,20,2,negative,0.0
477,不,2,17,3,negative,0.3
477,起,2,20,3,negative,0.6
477,，,2,19,2,negative,0.9
477,接,1,19,2,negative,1.2
477,下,2,17,3,negative,1.5
477,来,2,19,3,negative,1.8
477,我,1,21,2,negative,2.1
477,们,2,20,3,negative,2.4
477,看,2,19,3,negative,2.7
477, ,1,11,1,neutral,3.0
478,哇,4,4,4,surprise,0.0
478, ,1,11,1,neutral,0.3
479,谢,3,10,1,positive,0.0
479,谢,4,10,1,positive,0.3
479,大,4,11,2,positive,0.6
479,家,3,11,2,positive,0.9
479,的,4,10,2,positive,1.2
479,支,3,11,1,positive,1.5
479,持,3,9,1,positive,1.8
479, ,1,11,1,neutral,2.1
480,天,4,5,4,surprise,0.0
480,哪,4,1,4,surprise,0.3
480, ,1,11,1,neutral,0.6
481,机,1,11,1,neutral,0.0
481,器,3,10,1,neutral,0.3
481,人,3,11,1,neutral,0.6
481,正,3,12,1,neutral,0.9
481,在,1,11,1,neutral,1.2
481,运,1,11,1,neutral,1.5
481,行,1,11,1,neutral,1.8
481, ,1,11,1,neutral,2.1
482,天,5,1,4,surprise,0.0
482,哪,4,4,4,surprise,0.3
482, ,1,11,1,neutral,0.6
483,有,2,19,3,negative,0.0
483,点,1,20,3,negative,0.3
483,难,2,18,3,negative,0.6
483,过,2,20,2,negative,0.9
483,，,1,19,2,negative,1.2
483,机,2,19,2,negative,1.5
483,器,1,17,2,negative,1.8
483,人,2,17,2,negative,2.1
483,正,2,18,3,negative,2.4
483,在,2,20,2,negative,2.7
483,运,1,18,3,negative,3.0
483,行,1,21,3,negative,3.3
483, ,1,11,1,neutral,3.6
484,对,2,19,3,negative,0.0
484,不,2,19,3,negative,0.3
484,起,1,20,2,negative,0.6
484, ,1,11,1,neutral,0.9
485,情,2,21,3,negative,0.0
485,况,2,19,3,negative,0.3
485,不,2,17,2,negative,0.6
485,太,1,21,3,negative,0.9
485,好,1,15,2,negative,1.2
485, ,1,11,1,neutral,1.5
486,有,1,20,2,negative,0.0
486,点,1,21,2,negative,0.3
486,难,1,20,2,negative,0.6
486,过,2,21,2,negative,0.9
486, ,1,11,1,neutral,1.2
487,谢,3,10,2,positive,0.0
487,谢,3,10,2,positive,0.3
487,大,4,12,1,positive,0.6
487,家,4,12,2,positive,0.9
487,的,3,10,2,positive,1.2
487,支,4,11,2,positive,1.5
487,持,4,12,2,positive,1.8
487, ,1,11,1,neutral,2.1
488,欢,5,11,2,positive,0.0
488,迎,3,10,2,positive,0.3
488,来,5,11,2,positive,0.6
488,到,3,10,1,positive,0.9
488,直,4,11,2,positive,1.2
488,播,3,11,1,positive,1.5
488,间,5,10,2,positive,1.8
488, ,1,11,1,neutral,2.1
489,天,4,2,4,surprise,0.0
489,哪,4,2,4,surprise,0.3
489, ,1,11,1,neutral,0.6
490,快,4,1,4,surprise,0.0
490,看,4,3,4,surprise,0.3
490, ,1,11,1,neutral,0.6
491,你,3,10,2,positive,0.0
491,好,4,11,1,positive,0.3
491, ,1,11,1,neutral,0.6
492,今,4,12,1,positive,0.0
492,天,4,12,2,positive,0.3
492,心,4,10,2,positive,0.6
492,情,5,10,1,positive,0.9
492,很,4,11,1,positive,1.2
492,好,5,12,1,positive,1.5
492,，,4,11,1,positive,1.8
492,好,5,10,2,positive,2.1
492,的,3,10,1,positive,2.4
492, ,1,11,1,neutral,2.7
493,好,1,11,1,neutral,0.0
493,的,3,11,1,neutral,0.3
493,，,2,11,1,neutral,0.6
493,这,1,11,1,neutral,0.9
493,是,3,11,1,neutral,1.2
493,一,1,11,1,neutral,1.5
493,段,1,11,1,neutral,1.8
493,测,3,10,1,neutral,2.1
493,试,3,11,1,neutral,2.4
493, ,1,11,1,neutral,2.7
494,真,4,1,4,surprise,0.0
494,的,5,4,4,surprise,0.3
494,吗,5,2,4,surprise,0.6
494,，,5,1,4,surprise,0.9
494,接,4,1,4,surprise,1.2
494,下,4,4,4,surprise,1.5
494,来,4,2,4,surprise,1.8
494,我,4,2,4,surprise,2.1
494,们,5,5,4,surprise,2.4
494,看,4,2,4,surprise,2.7
494, ,1,11,1,neutral,3.0
495,请,1,18,2,negative,0.0
495,不,1,17,2,negative,0.3
495,要,1,20,3,negative,0.6
495,这,1,16,2,negative,0.9
495,样,1,20,2,negative,1.2
495, ,1,11,1,neutral,1.5
496,对,2,16,2,negative,0.0
496,不,2,16,2,negative,0.3
496,起,1,16,3,negative,0.6
496,，,2,18,2,negative,0.9
496,接,1,20,2,negative,1.2
496,下,1,21,2,negative,1.5
496,来,1,19,2,negative,1.8
496,我,1,19,2,negative,2.1
496,们,2,21,3,negative,2.4
496,看,1,17,3,negative,2.7
496, ,1,11,1,neutral,3.0
497,欢,5,12,1,positive,0.0
497,迎,3,11,2,positive,0.3
497,来,4,11,1,positive,0.6
497,到,5,10,1,positive,0.9
497,直,5,11,1,positive,1.2
497,播,4,12,2,positive,1.5
497,间,4,11,1,positive,1.8
497, ,1,11,1,neutral,2.1
498,情,2,20,2,negative,0.0
498,况,2,18,3,negative,0.3
498,不,1,16,3,negative,0.6
498,太,1,21,3,negative,0.9
498,好,1,21,3,negative,1.2
498,，,1,17,3,negative,1.5
498,接,2,20,2,negative,1.8
498,下,2,20,3,negative,2.1
498,来,1,17,3,negative,2.4
498,我,2,18,2,negative,2.7
498,们,2,16,3,negative,3.0
498,看,2,18,2,negative,3.3
498, ,1,11,1,neutral,3.6
499,好,3,11,1,neutral,0.0
499,的,3,11,1,neutral,0.3
499,，,1,11,1,neutral,0.6
499,好,3,11,1,neutral,0.9
499,的,1,11,1,neutral,1.2
499, ,1,11,1,neutral,1.5
500,不,5,4,4,surprise,0.0
500,可,4,3,4,surprise,0.3
500,思,5,5,4,surprise,0.6
500,议,5,1,4,surprise,0.9
500, ,1,11,1,neutral,1.2
501,欢,4,11,2,positive,0.0
501,迎,5,10,2,positive,0.3
501,来,3,10,2,positive,0.6
501,到,5,9,1,positive,0.9
501,直,3,12,2,positive,1.2
501,播,3,12,2,positive,1.5
501,间,3,10,1,positive,1.8
501, ,1,11,1,neutral,2.1
502,有,1,18,2,negative,0.0
502,点,1,17,2,negative,0.3
502,难,2,21,2,negative,0.6
502,过,1,17,3,negative,0.9
502, ,1,11,1,neutral,1.2
503,真,4,5,4,surprise,0.0
503,的,5,4,4,surprise,0.3
503,吗,4,1,4,surprise,0.6
503,，,5,1,4,surprise,0.9
503,准,5,3,4,surprise,1.2
503,备,5,1,4,surprise,1.5
503,好,4,1,4,surprise,1.8
503,了,5,1,4,surprise,2.1
503,吗,4,4,4,surprise,2.4
503, ,1,11,1,neutral,2.7
504,这,1,11,1,neutral,0.0
504,是,1,11,1,neutral,0.3
504,一,2,11,1,neutral,0.6
504,段,3,12,1,neutral,0.9
504,测,3,11,1,neutral,1.2
504,试,3,11,1,neutral,1.5
504, ,1,11,1,neutral,1.8
505,哇,4,2,4,surprise,0.0
505, ,1,11,1,neutral,0.3
506,快,5,5,4,surprise,0.0
506,看,4,1,4,surprise,0.3
506,，,4,5,4,surprise,0.6
506,接,5,2,4,surprise,0.9
506,下,5,5,4,surprise,1.2
506,来,5,3,4,surprise,1.5
506,我,5,3,4,surprise,1.8
506,们,5,5,4,surprise,2.1
506,看,4,3,4,surprise,2.4
506, ,1,11,1,neutral,2.7
507,唉,1,19,2,negative,0.0
507, ,1,11,1,neutral,0.3
508,哇,4,1,4,surprise,0.0
508, ,1,11,1,neutral,0.3
509,快,4,2,4,surprise,0.0
509,看,4,1,4,surprise,0.3
509, ,1,11,1,neutral,0.6
510,接,2,11,1,neutral,0.0
510,下,2,11,1,neutral,0.3
510,来,2,12,1,neutral,0.6
510,我,3,11,1,neutral,0.9
510,们,1,11,1,neutral,1.2
510,看,3,11,1,neutral,1.5
510, ,1,11,1,neutral,1.8
511,情,1,21,2,negative,0.0
511,况,2,21,2,negative,0.3
511,不,1,19,2,negative,0.6
511,太,1,17,2,negative,0.9
511,好,1,20,3,negative,1.2
511, ,1,11,1,neutral,1.5
512,太,5,11,2,positive,0.0
512,棒,4,12,1,positive,0.3
512,了,3,12,2,positive,0.6
512, ,1,11,1,neutral,0.9
513,接,3,11,1,neutral,0.0
513,下,3,10,1,neutral,0.3
513,来,1,11,1,neutral,0.6
513,我,3,11,1,neutral,0.9
513,们,2,12,1,neutral,1.2
513,看,1,11,1,neutral,1.5
513, ,1,11,1,neutral,1.8
514,快,4,3,4,surprise,0.0
514,看,5,5,4,surprise,0.3
514,，,5,4,4,surprise,0.6
514,这,4,6,4,surprise,0.9
514,是,5,4,4,surprise,1.2
514,一,4,5,4,surprise,1.5
514,段,5,5,4,surprise,1.8
514,测,5,1,4,surprise,2.1
514,试,4,5,4,surprise,2.4
514, ,1,11,1,neutral,2.7
515,不,4,5,4,surprise,0.0
515,可,4,2,4,surprise,0.3
515,思,5,4,4,surprise,0.6
515,议,5,1,4,surprise,0.9
515, ,1,11,1,neutral,1.2
516,接,2,11,1,neutral,0.0
516,下,3,11,1,neutral,0.3
516,来,2,11,1,neutral,0.6
516,我,2,11,1,neutral,0.9
516,们,1,10,1,neutral,1.2
516,看,3,11,1,neutral,1.5
516, ,1,11,1,neutral,1.8
517,天,4,5,4,surprise,0.0
517,哪,4,3,4,surprise,0.3
517, ,1,11,1,neutral,0.6
518,好,3,11,1,neutral,0.0
518,的,2,11,1,neutral,0.3
518, ,1,11,1,neutral,0.6
519,今,5,11,2,positive,0.0
519,天,5,11,2,positive,0.3
519,心,5,12,1,positive,0.6
519,情,4,11,1,positive,0.9
519,很,3,10,1,positive,1.2
519,好,4,11,2,positive,1.5
519, ,1,11,1,neutral,1.8
520,接,3,10,1,neutral,0.0
520,下,1,11,1,neutral,0.3
520,来,2,11,1,neutral,0.6
520,我,1,11,1,neutral,0.9
520,们,1,11,1,neutral,1.2
520,看,2,11,1,neutral,1.5
520,，,2,11,1,neutral,1.8
520,这,2,10,1,neutral,2.1
520,是,2,11,1,neutral,2.4
520,一,1,11,1,neutral,2.7
520,段,2,11,1,neutral,3.0
520,测,2,11,1,neutral,3.3
520,试,3,11,1,neutral,3.6
520, ,1,11,1,neutral,3.9
521,好,2,11,1,neutral,0.0
521,的,3,11,1,neutral,0.3
521,，,2,11,1,neutral,0.6
521,准,1,11,1,neutral,0.9
521,备,1,11,1,neutral,1.2
521,好,3,11,1,neutral,1.5
521,了,2,11,1,neutral,1.8
521,吗,3,11,1,neutral,2.1
521, ,1,11,1,neutral,2.4
522,真,5,1,4,surprise,0.0
522,的,4,5,4,surprise,0.3
522,吗,4,4,4,surprise,0.6
522, ,1,11,1,neutral,0.9
523,哇,4,3,4,surprise,0.0
523,，,5,1,4,surprise,0.3
523,准,4,5,4,surprise,0.6
523,备,5,1,4,surprise,0.9
523,好,4,2,4,surprise,1.2
523,了,4,3,4,surprise,1.5
523,吗,4,1,4,surprise,1.8
523, ,1,11,1,neutral,2.1
524,欢,5,10,2,positive,0.0
524,迎,4,11,2,positive,0.3
524,来,3,12,2,positive,0.6
524,到,4,11,1,positive,0.9
524,直,3,9,1,positive,1.2
524,播,4,12,2,positive,1.5
524,间,5,10,1,positive,1.8
524, ,1,11,1,neutral,2.1
525,有,2,16,3,negative,0.0
525,点,2,16,2,negative,0.3
525,难,1,21,2,negative,0.6
525,过,1,21,2,negative,0.9
525, ,1,11,1,neutral,1.2
526,谢,4,12,2,positive,0.0
526,谢,5,11,1,positive,0.3
526,大,4,10,2,positive,0.6
526,家,4,12,1,positive,0.9
526,的,4,11,1,positive,1.2
526,支,3,10,1,positive,1.5
526,持,4,11,1,positive,1.8
526,，,4,10,1,positive,2.1
526,准,3,12,2,positive,2.4
526,备,4,10,2,positive,2.7
526,好,4,11,1,positive,3.0
526,了,3,11,2,positive,3.3
526,吗,3,12,1,positive,3.6
526, ,1,11,1,neutral,3.9
527,唉,2,17,2,negative,0.0
527, ,1,11,1,neutral,0.3
528,接,3,11,1,neutral,0.0
528,下,1,11,1,neutral,0.3
